№ проекта|№ в ERP:|Отдел|Статус|Дата(КД)|Лазер|Н/час сб.|Этап|кол-во|Отгр.|Вес|Сост.|
1910121|ПУ00-000088|ШГ|отгружено|19.03.2020|л|11&||1|20.05.2020|240&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|
1806105|ПУ00-000085|ШГ|отгружено|18.03.2020|л|60&||1|22.05.2020|1311&|З+ |
1606048|ПУ00-000155|КТ|отгружено|16.04.2020|р|3&||1|18.05.2020|121&||
1802002|ПУ00-000153|КЛ|отгружено|15.05.2020|л|108&||8|25.05.2020|1607&|З+ |
1707077|ПУ00-000144|ЛК|отгружено|10.04.2020|р|204&||5|25.05.2020|1655&|З+(келаст) |
2001113|ПУ00-000116|КЛ|отгружено|05.05.2020|л|47&||4|25.05.2020|696&|З+ |
2001029|ПУ00-000106|КТ|отгружено|02.04.2020|л|57&||1|15.04.2020|2771||
2001091|ПУ00-000051|КЛ|отгружено|31.03.2020|л|43||3|15.04.2020|743|З+  экспорт Качество должно быть на высшем уровне. |
1908188|ПУ00-000069|КЛ|отгружено|02.03.2020|л|6||2|20.04.2020|72|З+|
2001161|ПУ00-000154|КТ|отгружено|16.04.2020|н|4||80|22.04.2020|4,8|Кольца|
1808008|ПУ00-000147|ПР|отгружено|10.04.2020|л|4||40|22.04.2020|1,6|З+ |
1409206|ПУ00-000114|КТ|отгружено|14.04.2020|л|4,5||16|24.04.2020|677||
1705076|ПУ00-000146|КТ|отгружено|10.04.2020|л|0,6||5|24.04.2020|723||
1705076|ПУ00-000145|КТ|отгружено|10.04.2020|л|0||5|24.04.2020|416||
1112097|ПУ00-000108|КТ|отгружено|20.03.2020|л|6||2|24.04.2020|44||
1701035|ПУ00-000130|КТ|отгружено|01.04.2020|л|4||2|24.04.2020|245||
1602047|ПУ00-000110|КТ|отгружено|20.03.2020|л|8||2|24.04.2020|64||
1808121|ПУ00-000224|КТ|отгружено|23.06.2020|л|13&||1|28.05.2020|486&|З+(келаст) |
1611090|ПУ00-000189|КТ|отгружено|20.05.2020|л|2&||6|29.05.2020|71&|З+(келаст) |
1211127|ПУ00-000103|КТ|отгружено|16.03.2020|л|1&||2|24.04.2020|20&|Хомуты|
1911030|ПУ00-000074|ШГ|отгружено|11.03.2020|л|89,9||2|24.04.2020|4980|З+ |
1911140|ПУ00-000172|ПР|отгружено|24.04.2020|н|12||1|27.04.2020|281|З+(келаст) Рама|
1202067|ПУ00-000137|ЛК|отгружено|07.04.2020|л|17&||2|27.04.2020|136&|З+(келаст) |
1202067|ПУ00-000134|КТ|отгружено|07.04.2020|л|2,5||2|27.04.2020|45||
1510092|ПУ00-000122|КТ|отгружено|27.03.2020|л|0||2|27.04.2020|52||
1211127|ПУ00-000129|КТ|отгружено|01.04.2020|л|2||4|29.04.2020|42||
1907233|ПУ00-000120|ШГ|отгружено|22.04.2020|л|248&||5|29.05.2020|5392&|З+ |
1812063 |ПУ00-000140|КЛ|отгружено|13.05.2020|л|58&||6|30.05.2020|636|З+ |
ПН.20.018-Вал|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.018-Вал|ПР|отгружено|03.04.2020|л|0,12||1|30.04.2020|3|З+  (для Индустриальной 18)|
1604013|ПУ00-000138|КТ|отгружено|08.04.2020||0,001||1954|30.04.2020|0,001|Шильда|
1908185|ПУ00-000115|ЛК|отгружено|03.04.2020|л|21,8||2|30.04.2020|70|З+ |
1911113|ПУ00-000095|ЛК|отгружено|26.03.2020|л|83&||7|30.04.2020|675&|З+ |
1705076|ПУ00-000185|КТ|отгружено|15.05.2020|л|12&||3|22.05.2020|441&|кольца|
2001175|ПУ00-000123|ШГ|отгружено|09.04.2020|л|28&||3|30.05.2020|615&|З+ |
2002171 |ПУ00-000149|ГГ|отгружено|12.05.2020|л|379&||10|01.06.2020|6920&|З+  В файлах .dxf количество заглушек ТППР.2002171.01.01.004 и ТППР.2002171.02.01.001 указано для ОДНОЙ горелки СООТВЕТСТВУЮЩЕГО исполнения (см. ресурсную спецификацию в 1С).

|
2002112 |ПУ00-000148|КЛ|отгружено|30.04.2020|л|54&||3|01.06.2020|810&|З+ |
1406163|ПУ00-000177|КТ|отгружено|29.04.2020|л|1&||4|05.05.2020|48&|З+(келаст) Кольца Ф6мм  нужны 05.05.2020|
2001135|ПУ00-000097|ГГ|отгружено|06.04.2020|л|71&||12|05.05.2020|1296&|З+ |
1912101|ПУ00-000178|ЛА|отгружено|30.04.2020||0||1|06.05.2020|0|З+(келаст) ( заказ переработчика) только резка |
1204118|ПУ00-000159|ЛК|отгружено|17.04.2020|л|194&||450|06.05.2020|2746&|З+(келаст) |
1301020|ПУ00-000165|КТ|отгружено|22.04.2020|р|40&||8|11.05.2020|1492&||
1208136|ПУ00-000157|КТ|отгружено|17.04.2020|н|1&||12|08.05.2020|51,2&|кольца|
1912131|ПУ00-000133|КТ|отгружено|06.04.2020|л|6&||12|11.05.2020|232&||
1909031|ПУ00-000151|КЛ|отгружено|19.05.2020|л|62&||5|05.06.2020|921&|З+ |
1204113|ПУ00-000183|ЛК|отгружено|12.05.2020|л|39&||1|08.06.2020|320&|З+(келаст) |
1704012|ПУ00-000109|КТ|отгружено|20.03.2020|л|6,6||3|11.05.2020|599||
2003067 |ПУ00-000121|КЛ|отгружено|16.04.2020|р|30&||2|13.05.2020|450&|З+ В рамках проекта прошу учесть возможность замены материалов указанных в чертежах на: - Квадрат В1-12 ГОСТ 2591-2006/ Ст3сп5 ГОСТ 535-2005 в КЛ.2003067.01.006  - Труба 60х12-Ст20 ТУ 14-3Р-55-2001 в КЛ.2003067.01.022 Ресурсная запущенна.  |
2003123|ПУ00-000117|АО|отгружено|13.04.2020|н|0&||22|14.05.2020|135&|З+ |
1906065|ПУ00-000176|ПР|отгружено|27.04.2020|н|11&||2|15.05.2020|256&|З+(келаст) Рамы|
1906065|ПУ00-000175|ПР|отгружено|29.04.2020|н|127&||5|15.05.2020|2965&|З+(келаст) Прошу раму по третьей позиции по 1906065 пока не брать в расчет-там немного изменится конструкция-я отпишусь, когда подгружу окончательный чертеж,а пока удаляю чертеж на раму для поз.03|
1605007|ПУ00-000162|КТ|отгружено|20.04.2020|л|8&||2|15.05.2020|300&||
1804042|ПУ00-000164|КТ|отгружено|21.04.2020|л|23&||16|29.05.2020|838&||
2001061|ПУ00-000194|КТ|отгружено|28.05.2020|р|16&||3|10.06.2020|594&||
1903130|ПУ00-000119|ШГ|отгружено|26.03.2020|л|122&||2|10.06.2020|2660&|З+ |
2004071|ПУ00-000180|ГГ|отгружено|21.05.2020|л|40&||1|11.06.2020|43&|З+ |
1808121|ПУ00-000156|КТ|отгружено|17.04.2020|р|8&||2|01.06.2020|284&|Кольца|
2004071|ПУ00-000179|ГГ|отгружено|21.05.2020|л|40&||1|11.06.2020|43&|З+ |
2001126 |ПУ00-000167|КЛ|отгружено|20.05.2020|л|740&||44|12.06.2020|11052&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|
1911165|ПУ00-000118|ШГ|отгружено|09.04.2020|л|34&||1|12.06.2020|745&|З+ |
1812044|ПУ00-000168|КТМ|отгружено|23.04.2020|л|28||1|25.05.2020|300||
1607069|ПУ00-000101|КТ|отгружено|13.03.2020|л|4,9||2|22.05.2020|45||
1604162|ПУ00-000182|ШГ|отгружено|28.05.2020|л|90&||1|15.06.2020|1844&|З+ |
1902166|ПУ00-000362|КЛ|отгружено|15.04.2020|л|1195&||7|15.06.2020|17855&|З+ |
1406163|ПУ00-000205|КТ|отгружено|03.06.2020|л|0&||1|15.06.2020|12&|Приход колец 15.06.2020   Приход оставшегося металла 14.07.2020|
2002131|ПУ00-000173|КЛ|отгружено|30.05.2020|л|24&||2|19.06.2020|364&|З+ |
1812044|ПУ00-000199|КТ|отгружено|28.05.2020|л|10&||1|19.06.2020|375&||
1808079|ПУ00-000200|КТ|отгружено|30.05.2020|л|1&||1|22.06.2020|55&||
1911140|ПУ00-000201|КТ|отгружено|30.05.2020|л|15&||1|25.06.2020|263&||
1603011|ПУ00-000276|КТ|отгружено|18.08.2020|л|260,5||30|10.09.2020|14024||16.09.2020`28.10.2020
1601001|ПУ00-000132|ПР|отгружено|03.04.2020|л|136&||9|26.06.2020|3175&|З+(келаст) |
2001126|ПУ00-000170|КЛ|отгружено|20.5.2020|л|740&||44|26.06.2020|11052&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|
1710070|ПУ00-000215|КТ|отгружено|07.06.2020|л|1&||1|26.06.2020|32&|хомуты|
1911088 |ПУ00-000139|КЛ|отгружено|16.06.2020|л|134&||4|01.07.2020|2000&|З+ |
1703126|ПУ00-000223|КТ|отгружено|23.06.2020|л|7&||1|02.07.2020|261&||
1503133|ПУ00-000210|КТ|отгружено|04.06.2020|л|1&||5|30.06.2020|39&||
2004019|ПУ00-000190|КТ|отгружено|20.05.2020|л|1&||4|30.06.2020|36&||
1704080|ПУ00-000222|КТ|отгружено|23.06.2020|л|6&||1|02.07.2020|213&||
1911140|ПУ00-000197|КТ|отгружено|25.05.2020|л|19&||8|03.07.2020|698&||
2004084|ПУ00-000198|ШГ|отгружено|5.6.2020|л|28&||1|07.07.2020|567&|З+ |
1806048|ПУ00-000218|КТ|отгружено|11.06.2020|л|3&||32|07.07.2020|96&|хомуты|
1812044|ПУ00-000212|КТ|отгружено|05.06.2020|л|20&||2|09.07.2020|727&||
2001022|ПУ00-000152|ШГ|отгружено|04.06.2020|л|99&||2|10.07.2020|2020&|З+ |
2006015|ПУ00-000219|КТ|отгружено|19.06.2020|л|2&||1|10.07.2020|91,3&||
1507046|ПУ00-000226|КТМ|отгружено|30.06.2020|л|252,9||8|13.07.2020|7316||
1211127|ПУ00-000204|КТ|отгружено|03.06.2020|л|2&||6|14.07.2020|60&|хомуты|
1611006|ПУ00-000213|КТ|отгружено|05.06.2020|л|186&||18|15.07.2020|6869||
2004104|ПУ00-000195|КТ|отгружено|25.05.2020|л|4&||1|15.07.2020|148&||
2005066|ПУ00-000211|КТМ|отгружено|04.06.2020|л|41&||2|15.07.2020|1866&||
1504065|ПУ00-000227|КТ|отгружено|30.06.2020|л|1&||4|15.07.2020|28&|кольца|
1808079|ПУ00-000238|КТ|отгружено|09.07.2020|л|0&||4|16.07.2020|15&|З+(келаст) |
1806039|ПУ00-000208|КТМ|отгружено|03.06.2020|л|235&||9|20.07.2020|10800&|поз.2ПКК сообщить когда этот проект на сборку возьмем в работу.|
1611090|ПУ00-000206|КТ|отгружено|03.06.2020|л|2&||9|15.07.2020|91&||
1902204|ПУ00-000216|КЛ|отгружено|24.07.2020|л|91||1|17.08.2020|1365|З+|
2005131|ПУ00-000220|ЛК|отгружено|01.07.2020|л|72&||2|24.07.2020|690&|З+(келаст) |
1701004|ПУ00-000247|КТ|отгружено|20.07.2020|н|0,1&||1|22.07.2020|12&|кольца|
2001077|ПУ00-000188|ШГ|отгружено|15.05.2020|л|19&||3|27.07.2020|396&|З+ |
1909054|ПУ00-000261|КТ|отгружено|29.07.2020||1|-|11|30.07.2020|2&|З+ кольца|
1905126|ПУ00-000256|ГХ|отгружено|27.07.2020||8&||4|30.07.2020|388&|недостающие  фланцы блока Г2-11  190-КМД.Г2-11.00 в количестве 4 шт. Проект Кирсановский сахарный завод. |
1712060|ПУ00-000249|КТ|отгружено|22.07.2020|л|10&||4|30.07.2020|368&||
ПН.20.042|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.042|ПР|отгружено|16.07.2020||5&||1|26.07.2020|127&|З+ стеллаж в рамках программы 5С. Кол-во 1 штука.|
ПН.20.040|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.040 Стеллаж|ПР|отгружено|10.07.2020|л|3&||1|27.07.2020|77&|З+ |
1909136|ПУ00-000239|КТ|отгружено|09.07.2020|л|10&||2|30.07.2020|370&|З+(келаст) З+(келаст) |
ПН.20.044|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.044|ЛА|отгружено|24.07.2020|л|0||6|31.07.2020|0|для панковской школы изготовить решетки для радиатора в количестве 6 штук. Ресурсная спецификация в 1С создана на одну решетку.|
1905126|ПУ00-000251|ГХ|отгружено|23.07.2020|р|27&||2|31.07.2020|1278&|З+ недостающие  фланцы блока Г1-15  190-КМД.Г1-15.00 |
1912044|ПУ00-000221|КЛ|отгружено|30.06.2020|л|10&||2|29.07.2020|148&|З+  нерж, 98% плотность|
1706129|ПУ00-000248|КТ|отгружено|21.07.2020|р|4&||1|31.07.2020|157&|кольца|
1604103|ПУ00-000232|КТ|отгружено|01.07.2020|л|10&||8|31.07.2020|368&|З+(келаст) |
1906161|ПУ00-000187|ШГ|отгружено|30.05.2020|л|37&||6|31.07.2020|756&|З+ |
1507046|ПУ00-000262|ПР|отгружено|18.08.2020|н|89&||8|03.08.2020|2064&|З+(келаст) аутсорс|
1902166|Отдел технолога\В работе\ЗАКАЗЫ без ERP\рамы для перевозки|ПР|отгружено|28.07.2020||69&||3|03.08.2020|1600&|З+ рамы для перевозки|
1910051|ПУ00-000241|КТМ|отгружено|09.07.2020|л|57&||2|03.08.2020|2635&||
2001029|ПУ00-000228|КТМ|отгружено|30.06.2020|л|27&||4|03.08.2020|1224&|кольцо|
1210127|ПУ00-000230|КТ|отгружено|01.07.2020|л|66&||20|05.08.2020|2435&|кольца|
1911105|ПУ00-000192|КЛ|отгружено|07.07.2020|л|230&||11|05.08.2020|3439&|З+ |
1806039|ПУ00-000243|ПР|отгружено|10.07.2020|л|9&||5000|31.07.2020|200&|З+(келаст) режем данные бирки из листа 1мм 08Х13, которые привезли на заготовительный участок 09.07.2020г.ПКК сообщить когда этот проект на сборку возьмем в работу.|
1812029|ПУ00-000181|КЛ|отгружено|16.06.2020|л|114&||4|06.08.2020|1706&|З+ |
1909054|ПУ00-000269|КТ|отгружено|06.08.2020||0&|-|10|07.08.2020|1&|кольца|
1503133|ПУ00-000246|КТ|отгружено|20.07.2020|л|13&||9|07.08.2020|488&||
1504025|ПУ00-000272|КТ|отгружено|07.08.2020|л|0&|-|4|14.08.2020|10&|З+ |
1808121|ПУ00-000267|КТ|отгружено|06.08.2020|л|14&||3|14.08.2020|530&|З+ |
1808121|ПУ00-000266|КТ|отгружено|06.08.2020|л|21&||3|14.08.2020|780&|З+ З+|
2001029|ПУ00-000255|КТМ|отгружено|27.07.2020|л|35&||1|14.08.2020|1608&|01 поз.|
2006024|ПУ00-000225|ШГ|отгружено|15.07.2020|л|4&||1|14.08.2020|80&|З+ |
2003048|ПУ00-000282|КТ|отгружено|24.08.2020||1&||2|18.08.2020|24&||
2004140|ПУ00-000270|КТ|отгружено|05.08.2020|л|1&|-|1|18.08.2020|22&|З+ предварительная заявка|
1812109|ПУ00-000265|КТ|отгружено|06.08.2020|л|15&||4|24.08.2020|563&|З+ |
2001029|ПУ00-000273|ЛК|отгружено|07.08.2020|л|106&||2|25.08.2020|1590&|З+ |
2005014|ПУ00-000203|КЛ|отгружено|24.07.2020|л|117||3|25.08.2020|1749|З+|
1810024|ПУ00-000254|КТ|отгружено|27.07.2020|н|0&||1|20.08.2020|1&|кольцо|
1510092|ПУ00-000281|КТ|отгружено|24.08.2020|л|3&||2|28.08.2020|100&||
2001029|ПУ00-000271|КТ|отгружено|06.08.2020|л|38&||4|28.08.2020|1404&|З+ 4 поз.|
1307260|ПУ00-000252|КТ|отгружено|24.07.2020|л|4&||1|24.08.2020|138&||
1906028|ПУ00-000052|КЛ|отгружено|29.04.2020|л|803&||2|30.08.2020|12000&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|
1908165|ПУ00-000569|АО|отгружено|18.09.2020|л|1&||3|28.09.2020|2484&|З+ Детали установки аппаратов паровой очистки трубного пучка экономайзера 1.1-1.7 на монтажеПКК сообщить когда этот проект на сборку возьмем в работу.|
1504025|ПУ00-000260|КТ|отгружено|29.07.2020|л|6|-|8|27.08.2020|72&|З+ |
1204113|ПУ00-000253|КТ|отгружено|27.07.2020|л|6&||1|31.08.2020|215&||
2003050|ПУ00-000229|ШГ|отгружено|14.07.2020|л|5&||1|28.08.2020|96&|З+ |
1807018|ПУ00-000240|КТ|отгружено|09.07.2020|л|0&||1|06.08.2020|11&||
2004160|ПУ00-000242|ШГ|отгружено|22.07.2020|л|4&||1|31.08.2020|77&|З+ |
ПН.20.019 Оснастка для рейкодолбежного|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.019 Оснастка для рейкодолбежного|ПР|отгружено|23.04.2020|л|0||1|01.09.2020|0|З+ |
1602165|ПУ00-000169|КТМ|отгружено|24.04.2020|л|16&||2|01.09.2020|732&||
1406040|ПУ00-000274|КТ|отгружено|13.08.2020|л|1&||3|04.09.2020|48&|З+ |
1910089|ПУ00-000550|АО|отгружено|11.09.2020|л|480&||24|25.09.2020|17040&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|23.07.2020`17.09.2020
2007106|ПУ00-000287|КТ|отгружено|01.09.2020|р|36,6||34|07.09.2020|5244||
03.09.келаст|Отдел технолога\В работе\ЗАКАЗЫ без ERP\03.09.келаст|КТ|отгружено|04.09.2020||0,1&||21|08.09.2020|1&|ПУ00-000294|
2001001|ПУ00-000234|ПР3|отгружено|03.02.2020|л|756||192|08.09.2020|10890|З+ПКК сообщить когда этот проект на сборку возьмем в работу.|
1907222|ПУ00-000289|КТ|отгружено|31.08.2020|р|5,4||4|09.09.2020|48||
1807074|ПУ00-000268|КТ|отгружено|06.08.2020|л|3&||1|09.09.2020|105&|З+ |
ПН.20.027|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.027_Печь|ПР|приостановлен|20.05.2020||81&||2|20.09.2020|1874&|З+ Печь|14.12.2020`21.12.2020
2001137|ПУ00-000343|КТ|отгружено|12.10.2020|л|66,8||8|09.11.2020|2644|кольца|26.10.2020`14.11.2020
2007106|ПУ00-000295|КТ|отгружено|04.09.2020|л|59,1||24|10.09.2020|3898||
2007106|ПУ00-000297|КТ|отгружено|04.09.2020|л|223&||26|11.09.2020|8242&||
ПН.20.051|Отдел технолога\В работе\ЗАКАЗЫ без ERP\Оснастка для келаста|ПР|отгружено|07.09.2020|л|0,5||4|11.09.2020|6|З+ 4 штуки|
ПН.20.036|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.036|ПР|отгружено|13.07.2020|л|3||1|11.09.2020|65|З+|
2003035|ПУ00-000257|КЛ|отгружено|17.08.2020|л|100,4||12|18.09.2020|1128|З+  что клапана изготавливаем с ручным приводом.|
1812044|ПУ00-000291|КТ|отгружено|01.09.2020|л|8&||14|14.09.2020|307,4&||
Пробойник|Отдел технолога\В работе\ЗАКАЗЫ без ERP\Пробойник|ПР|отгружено|11.09.2020|н|0,2||4|15.09.2020|3|З+ Прошу изготовить пробойники в количестве 4 шт. для производства ООО «Келаст». Срок изготовления – 15.09.2020. Ресурсная создана на 1 шт.|
ПН.20.053|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.053 - Брусок установочный для листогиба|ПР|отгружено|08.09.2020|л|1||2|15.09.2020|10|З+Брусок установочный Количество по 2 штуки.|
1908201|ПУ00-000283|КТ|отгружено|26.08.2020|л|2&||2|16.09.2020|88&||
2007080|ПУ00-000275|ЛК|отгружено|11.09.2020|л|10&||3|14.09.2020|80&|З+|
2004005|ПУ00-000244|ШГ|отгружено|27.07.2020|л|38,8||1|17.09.2020|1260|З+ |
2005122|ПУ00-000263|ШГ|отгружено|15.09.2020|л|78&||2|30.09.2020|1600|З+ Уважаемые коллеги, по данному проекту строгие условия поставки в части сроков поставки.
Даже при просрочке поставки в 1 день, автоматическое снижение стоимости оборудования на 10%, просрочка на 7 дней , автоматическое снижение стоимости на 30%.

Указанные сроки поставки материалов позволят нам отгрузить оборудование вовремя при условии:
1)	поставщики материалов не нарушат сроки;
2)	оборудование будет находиться в максимальной стадии готовности до прихода фланцев.
3)	требуется постоянный отчет о ходе производства, чтобы отдел снабжение заблаговременно заказал транспорт, так как доставка в Тобольск, прошу это учесть при планировании. 
Предварительно отгрузку произвести 02-03 ноября 2020г.
|12.10.2020`28.10.2020
1901051|ПУ00-000286|КТ|отгружено|27.08.2020|л|9&||1|25.09.2020|338&||
1806039|ПУ00-000209|КТ|отгружено|04.06.2020|л|64&||9|09.09.2020|2358&|В связи с изменением покрытия металлических частей компенсатора КТ.1806039.03 с армакот на схему аналогичную металлическим частям компенсаторов КТ.1806039.01-02 изменили чертежи. Также добавили подкланые пластины под прижимные фланцы.ПКК сообщить когда этот проект на сборку возьмем в работу.|
1702113|ПУ00-000308|КТ|отгружено|15.09.2020|л|3&||2|21.09.2020|129&||
2007210|ПУ00-000277|ШГ|отгружено|31.08.2020|л|6&||6|21.09.2020|120&|З+ |
2006061|ПУ00-000258|ШГ|отгружено|05.08.2020|л|23&||1|21.09.2020|470&|З+|
1808121|ПУ00-000298|КТ|отгружено|09.09.2020|л|1&||1|25.09.2020|44&||
2006036|ПУ00-000302|КЛ|к производству|13.10.2020|л|168&||5|19.11.2020|2335&|З+ |09.11.2020`23.11.2020
ПН.20.020|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.020 Стеллаж|ПР|отгружено|13.07.2020|л|147&||2|22.09.2020|3400&|З+|
2007032|ПУ00-000288|КЛ|отгружено|04.09.2020|л|19&||1|29.09.2020|285&|З+ |
1807018|ПУ00-000321|КТ|отгружено|29.09.2020||0&||1|29.09.2020|4,54&|кольца|
2003091|ПУ00-000344|КЛ|к производству|20.10.2020|л|154&||2|20.11.2020|2300&|З+ |29.10.2020`10.12.2020
1403049|ПУ00-000131|КТ|отгружено|02.04.2020|л|172,4||180|30.09.2020|4446||14.05.2020`22.09.2020
1811011|ПУ00-000306|КТМ|отгружено|11.09.2020|л|128&||30|26.10.2020|5895&||15.10.2020`29.10.2020
1604012|ПУ00-000320|КТ|отгружено|29.09.2020|н|0&||1|01.10.2020|6,5&|З+ кольца|
1905068|ПУ00-000296|КТ|отгружено|04.09.2020|л|0&||2|01.10.2020|12&||
1905068|ПУ00-000290|КТМ|отгружено|31.08.2020|л|5&||1|01.10.2020|223&||
2008124|ПУ00-000292|КЛ|отгружено|15.09.2020|л|32&||3|01.10.2020|474&|З+ |
ПН.20.024|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.045 Оснастка для сварки труб|ПР|отгружено|29.09.2020||0&||1|05.10.2020|11&|З+ З+ |05.10.2020`05.10.2020
1706129|ПУ00-000304|КТ|отгружено|11.09.2020|л|5&||4|06.10.2020|190&||
маховики|Отдел технолога\В работе\ЗАКАЗЫ без ERP\АСО-ПЧ.1910089 Добавление ручек (маховиков|ПР|отгружено|23.09.2020||1&||12|09.10.2020|24&|З+ 12 комплектов|
ПН.20.060|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.060 Приспособление для измерения угла поворота|ПР|отгружено|08.10.2020||0&||1|10.10.2020|6&|З+ изготовить очень срочно, т.к. приемка уже в понедельник 12.10.2020|
ПН.20.057 Оснастка для сварки труб|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.057 Оснастка для сварки труб|ПР|отгружено|29.09.2020||0&||1|10.10.2020|5&|З+ |
1606046|ПУ00-000309|КТ|отгружено|15.09.2020|л|1&||1|12.10.2020|30&||
1701036|ПУ00-000300|КТ|отгружено|10.09.2020|л|0&||2|12.10.2020|18&||
1908176|ПУ00-000310|ЛК|отгружено|15.09.2020|л|2&||2|12.10.2020|17&|З+(келаст) |
2010047|ПУ00-000341|ПР|отгружено|12.10.2020|р|0&||28|14.10.2020|0&|З+(келаст) |
1608117|ПУ00-000314|КТ|отгружено|21.09.2020|л|2&||1|14.10.2020|70&||
1911140|ПУ00-000322|КТ|отгружено|02.10.2020|л|6&||1|15.10.2020|235&||
1602165|ПУ00-000318|КТМ|отгружено|24.09.2020|л|13&||1|23.10.2020|610&||15.10.2020`23.10.2020
1808121|ПУ00-000317|КТ|отгружено|25.09.2020|л|2,4||2|16.10.2020|235||08.10.2020`20.10.2020
1808121|ПУ00-000325|КТ|отгружено|05.10.2020|л|20&||3|26.10.2020|742&||26.10.2020`28.10.2020
2007106|ПУ00-000315|КТ|отгружено|21.09.2020|л|440&||84|20.10.2020|16244&||10.10.2020`22.10.2020
2001001|ПУ00-000235|ПР3|отгружено|03.02.2020|л|756||192|29.10.2020|10890|З+ сообщить когда этот проект на сборку возьмем в работу.ПКК сообщить когда этот проект на сборку возьмем в работу.|08.09.2020`16.10.2020
1911086|ПУ00-000285|ШГ|отгружено|15.09.2020|л|95,8||1|23.10.2020|215|З+ |16.10.2020`27.10.2020
1708002|ПУ00-000324|ПР|отгружено|05.10.2020|л|0&||100|19.10.2020|0,01&|З+ |
2009149|ПУ00-000353|КТ|отгружено|21.10.2020|л|14,8||4|29.10.2020|268||30.10.2020`10.11.2020
1812109|ПУ00-000349|КТ|отгружено|15.10.2020|л|9&||1|21.10.2020|322&||21.10.2020`22.10.2020
1907079|ПУ00-000307|КТ|отгружено|11.09.2020|л|0&||2|19.10.2020|10&||079-0307`0,0071412037037``
2004066|ПУ00-000279|ШГ|отгружено|07.09.2020|л|48&||1|02.11.2020|990&|З+ |
1909101|ПУ00-000299|ШГ|отгружено|11.09.2020|л|117||6|30.10.2020|1056|З+ |20.10.2020`31.10.2020
2008073|ПУ00-000303|КЛ|отгружено|08.10.2020|л|26&||1|26.10.2020|246&|З+  Сроки по данному проекту весьма сжатые. |21.10.2020`24.10.2020
2003025|ПУ00-000340|ШГ|отгружено|19.10.2020|л|98&||3|20.11.2020|2010&|З+ |09.11.2020`09.12.2020
2008152|ПУ00-000356|КТМ|отгружено|26.10.2020|л|10,2||4|05.11.2020|341||29.10.2020`09.11.2020
2009116|ПУ00-000319|ЛК|отгружено|29.09.2020|л|9&||1|26.10.2020|76,4&|З+(келаст) |116-0319`0,023680555556`100 %`не хватает 08пс`0`
2006109|ПУ00-000347|КТ|отгружено|14.10.2020|л|13,6||4|09.11.2020|3136||10.11.2020`16.11.2020
1602165|ПУ00-000376|КТМ|к производству|13.11.2020|о|29&||3|23.11.2020|1347&||14.12.2020`17.12.2020
1604073|ПУ00-000348|КТ|отгружено|14.10.2020|л|5,3||2|09.11.2020|397||04.11.2020`09.11.2020
2010129|ПУ00-000355|ЛА|отгружено|26.10.2020||||109|30.10.2020|0,001|З+ |`
1712086|ПУ00-000305|КТ|отгружено|11.09.2020|л|21&||2|26.10.2020|768&||086-0305`0,32005787037`100 %``0`
1602085|ПУ00-000351|КТ|отгружено|16.10.2020|л|24&||1|16.11.2020|890&||17.11.2020`19.11.2020
1901077|ПУ00-000312|ШГ|отгружено|02.10.2020|л|56&||1|19.11.2020|1100&|З+ |05.11.2020`21.11.2020
1210098|ПУ00-000352|КТ|отгружено|21.10.2020|л|33&||4|12.11.2020|1231&||09.11.2020`13.11.2020
1910119|ПУ00-000313|ШГ|отгружено|08.10.2020|л|13&||3|16.11.2020|283&|З+ |02.11.2020`14.11.2020
ПН.20.063 - Стол|Отдел технолога\В работе\ЗАКАЗЫ без ERP\ПН.20.063 - Стол|ПР|к производству|13.11.2020|л|27&||1|23.11.2020|619&|З+(келаст) Код частной СП в ЕРП 00-010755, ПУ 383|21.01.2021`28.01.2021
Поддоны для транспортировки газоходов кирсановского сахарного|Отдел технолога\В работе\ЗАКАЗЫ без ERP\Поддоны для транспортировки газоходов кирсановского сахарного|ПР|отгружено|11.12.2019|н|61&||4|01.09.2020|1025&|З+ З+ З+ З+ З+ З+ |
2009070|ПУ00-000328|КТ|отгружено|06.10.2020|л|1&||4|04.11.2020|44&||070-0328`0:37:38`100 %``0:00:00`
1808121|ПУ00-000373|КТ|отгружено|17.11.2020|л|7&||1|20.11.2020|269&||23.11.2020`23.11.2020
